NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
COL4A2-AS1	1	ENSG00000232814	
RAB38	1	ENSG00000123892	
LINC00315	1	ENSG00000184274	
CD33	1	ENSG00000105383	
GSN-AS1	1	ENSG00000235865	
CICP22	1	ENSG00000226220	
GPRC5D	1	ENSG00000111291	
FAM225A	1	ENSG00000231528	
TRPM2-AS	1	ENSG00000230061	
SNORD116-9	1	ENSG00000206727	
RPL7AP60	1	ENSG00000213152	
GNRHR2	1	ENSG00000211451	
RDH12	1	ENSG00000139988	
ANKRD10-IT1	1	ENSG00000229152	
OST4	1	ENSG00000228474	
OTUD4P1	1	ENSG00000118976	
DLG3-AS1	1	ENSG00000231651	
ETFA	1	ENSG00000140374	
MTHFSD	1	ENSG00000103248	
MYBPH	1	ENSG00000133055	
SCRT1	1	ENSG00000170616	
JADE2	1	ENSG00000043143	
OLAH	1	ENSG00000152463	
RPL21P118	1	ENSG00000239763	
SLC25A53P1	1	ENSG00000230312	
RBISP5	1	ENSG00000224058	
OR2A9P	1	ENSG00000228960	
FIBIN	1	ENSG00000176971	
ANKRD23	1	ENSG00000163126	
MATN1	1	ENSG00000162510	
RPSAP70	1	ENSG00000250327	
POC1A	1	ENSG00000164087	
RPL21P87	1	ENSG00000228053	
TUBB7P	2	ENSG00000251297:ENSG00000173876	
ARL14	1	ENSG00000179674	
CTBP2	1	ENSG00000175029	
SIGLEC7	1	ENSG00000168995	
CSF2RA	1	ENSG00000198223	
SERPINB11	1	ENSG00000206072	
LINC02449	1	ENSG00000215241	
CCDC169	1	ENSG00000242715	
RPL7AP43	1	ENSG00000213542	
PIM2	1	ENSG00000102096	
HMGB3P11	1	ENSG00000213301	
KRT81	1	ENSG00000205426	
RBPMS2P1	1	ENSG00000234025	
TTC21B	1	ENSG00000123607	
FKBP4P1	1	ENSG00000251463	
CARNMT1-AS1	1	ENSG00000203321	
SNX10	1	ENSG00000086300	
SLC28A1	1	ENSG00000156222	
CD79A	1	ENSG00000105369	
H3C9P	1	ENSG00000220875	
FAM66E	1	ENSG00000225725	
NRBF2P3	1	ENSG00000237415	
TTC36-AS1	1	ENSG00000255435	
CCDC144CP	1	ENSG00000154898	
PP1P	1	ENSG00000213383	
PRDM6-AS1	1	ENSG00000223652	
SDHDP3	1	ENSG00000244381	
GK	1	ENSG00000198814	
OAZ1P1	1	ENSG00000226745	
FOXH1	1	ENSG00000160973	
MRPL45P1	1	ENSG00000232508	
TMEM191A	1	ENSG00000226287	
BOLA2	1	ENSG00000183336	
P2RY1	1	ENSG00000169860	
HLA-U	1	ENSG00000228078	
FCRL6	1	ENSG00000181036	
BORA	1	ENSG00000136122	
THAP5P1	1	ENSG00000224324	
RPL31P11	1	ENSG00000213075	
CBX3P9	1	ENSG00000217241	
AGXT	1	ENSG00000172482	
PCDH7	1	ENSG00000169851	
MEIOB	1	ENSG00000162039	
SLC38A11	1	ENSG00000169507	
LINC00467	1	ENSG00000153363	
RPS26P11	1	ENSG00000196933	
GDF3	1	ENSG00000184344	
NTAQ1	1	ENSG00000156795	
PSME2P1	1	ENSG00000238000	
DHRSX-IT1	1	ENSG00000223571	
ZBTB11-AS1	1	ENSG00000256628	
RPS24P6	1	ENSG00000233158	
ATP5PDP3	1	ENSG00000213954	
FKBP1B	1	ENSG00000119782	
NDC80	1	ENSG00000080986	
RPSAP14	1	ENSG00000233984	
CTRB2	1	ENSG00000168928	
LINC01725	1	ENSG00000233008	
L3MBTL2	1	ENSG00000100395	
LINC00857	1	ENSG00000237523	
PDE6A	1	ENSG00000132915	
ZBTB32	1	ENSG00000011590	
PAMR1	1	ENSG00000149090	
NAA50P1	1	ENSG00000213604	
MIRLET7I	1	ENSG00000199179	
TCEAL5	1	ENSG00000204065	
KCNH7	1	ENSG00000184611	
LINC00242	1	ENSG00000229214	
ZSCAN4	1	ENSG00000180532	
ACTA2-AS1	1	ENSG00000180139	
ADGRF4	1	ENSG00000153294	
SEMA6A-AS1	1	ENSG00000248445	
MSI2	1	ENSG00000153944	
SLC6A13	1	ENSG00000010379	
CACNB3	1	ENSG00000167535	
RPS25P3	1	ENSG00000233416	
ASB9	1	ENSG00000102048	
FAM136CP	1	ENSG00000232830	
B4GALT1-AS1	1	ENSG00000233554	
FAM87B	1	ENSG00000177757	
SNORA66	1	ENSG00000207523	
RPL34	1	ENSG00000109475	
TICAM2-AS1	1	ENSG00000249249	
C19orf18	1	ENSG00000177025	
GAPDHS	1	ENSG00000105679	
NCKAP1P1	1	ENSG00000237752	
COX4I2	1	ENSG00000131055	
DR1	1	ENSG00000117505	
CST7	1	ENSG00000077984	
RCC2P6	1	ENSG00000254454	
CRYZP1	1	ENSG00000233025	
HPGDS	1	ENSG00000163106	
FMC1	1	ENSG00000164898	
ARL6IP5	1	ENSG00000144746	
HLCS	1	ENSG00000159267	
DLEU7	1	ENSG00000186047	
IL1RN	1	ENSG00000136689	
SCG5	1	ENSG00000166922	
SNORD58A	1	ENSG00000206602	
GPC2	1	ENSG00000213420	
SLC3A1	1	ENSG00000138079	
GTF2F2	1	ENSG00000188342	
PTGES2-AS1	1	ENSG00000232850	
DKK1	1	ENSG00000107984	
LRRC55	1	ENSG00000183908	
YPEL4	1	ENSG00000166793	
CLCA2	1	ENSG00000137975	
ACTL6B	1	ENSG00000077080	
EXOC3L4	1	ENSG00000205436	
FCGR1BP	1	ENSG00000198019	
RPL13AP8	1	ENSG00000226945	
EIF4A2P3	1	ENSG00000254589	
CREBBP	1	ENSG00000005339	
KRT34	1	ENSG00000131737	
SLA	1	ENSG00000155926	
RANBP3L	1	ENSG00000164188	
HSPA8P11	1	ENSG00000248159	
RPL21P75	1	ENSG00000213860	
ELOVL4	1	ENSG00000118402	
LINC02901	1	ENSG00000203711	
LINC00431	1	ENSG00000225760	
CHUK-DT	1	ENSG00000227492	
ENSG00000237461	1	ENSG00000237461	
SUGCT	1	ENSG00000175600	
L1TD1	1	ENSG00000240563	
TRIM43CP	1	ENSG00000144188	
PAF1	1	ENSG00000006712	
IL18	1	ENSG00000150782	
HSD17B4	1	ENSG00000133835	
TK2	1	ENSG00000166548	
GPAT2P2	1	ENSG00000188383	
NUP35P1	1	ENSG00000223928	
ZAP70	1	ENSG00000115085	
FUNDC2P1	1	ENSG00000255883	
LINC00941	1	ENSG00000235884	
DIP2B	1	ENSG00000066084	
RPL35AP36	1	ENSG00000224856	
RPL35AP8	1	ENSG00000235787	
CDKL2	1	ENSG00000138769	
ING2-DT	1	ENSG00000232648	
FARSA	1	ENSG00000179115	
KLHL14	1	ENSG00000197705	
VPS33A	1	ENSG00000139719	
CHMP1A	1	ENSG00000131165	
HMGN2P46	1	ENSG00000179362	
GTF2IP5	1	ENSG00000224316	
PCDH8	1	ENSG00000136099	
CADM3	1	ENSG00000162706	
RPL38	1	ENSG00000172809	
GABRB2	1	ENSG00000145864	
CDHR1	1	ENSG00000148600	
EMC6	1	ENSG00000127774	
RPL32P13	1	ENSG00000241002	
NELFE	1	ENSG00000204356	
MS4A2	1	ENSG00000149534	
DMRT1	1	ENSG00000137090	
FTH1P23	1	ENSG00000242960	
HSPA8P4	1	ENSG00000248610	
VDAC1P4	1	ENSG00000235060	
TNRC18P3	1	ENSG00000189166	
MPEG1	1	ENSG00000197629	
SPRY4-AS1	1	ENSG00000231185	
MIR210HG	1	ENSG00000247095	
TREM1	1	ENSG00000124731	
SLC25A5P7	1	ENSG00000218180	
TNN	1	ENSG00000120332	
NNAT	1	ENSG00000053438	
BTG1	1	ENSG00000133639	
SYT1	1	ENSG00000067715	
IL1R2	1	ENSG00000115590	
CD300LB	1	ENSG00000178789	
GTSF1	1	ENSG00000170627	
MIR17HG	1	ENSG00000215417	
GTF2F2P1	1	ENSG00000251254	
WBP2NL	1	ENSG00000183066	
PPP1R14B-AS1	1	ENSG00000256940	
PDSS1P1	1	ENSG00000182347	
RAB37	1	ENSG00000172794	
ZSCAN32	1	ENSG00000140987	
PCTP	1	ENSG00000141179	
RPL12P35	1	ENSG00000243007	
SNORD116-19	1	ENSG00000207460	
SMC4	1	ENSG00000113810	
DYNLT2	1	ENSG00000184786	
UNC93B2	1	ENSG00000155070	
NFKBIE	1	ENSG00000146232	
ENPP7P2	1	ENSG00000239959	
STIL	1	ENSG00000123473	
ABHD17AP4	1	ENSG00000229107	
E2F4	1	ENSG00000205250	
ZCCHC17	1	ENSG00000121766	
SIX1	1	ENSG00000126778	
RC3H2	1	ENSG00000056586	
RAB11FIP2	1	ENSG00000107560	
ENSG00000248540	1	ENSG00000248540	
ING3	1	ENSG00000071243	
ADH6	1	ENSG00000172955	
MMP23A	1	ENSG00000215914	
CD244	1	ENSG00000122223	
RPS4XP7	1	ENSG00000218265	
BRAF	1	ENSG00000157764	
IGSF21	1	ENSG00000117154	
HSDL2-AS1	1	ENSG00000230185	
CD300C	1	ENSG00000167850	
AVPR2	1	ENSG00000126895	
ENSG00000246331	1	ENSG00000246331	
AAMDC	1	ENSG00000087884	
LDHAL6B	1	ENSG00000171989	
RPL7P26	1	ENSG00000184612	
SLC10A7	1	ENSG00000120519	
ACER2P1	1	ENSG00000180105	
PAX5	1	ENSG00000196092	
CCND3P1	1	ENSG00000224473	
IGHV3-23	1	ENSG00000211949	
P2RY13	1	ENSG00000181631	
RPS14P8	1	ENSG00000239528	
TCF3P1	1	ENSG00000236567	
LINC02915	1	ENSG00000175746	
RRP7A	1	ENSG00000189306	
ARMC12	1	ENSG00000157343	
PRRG3	1	ENSG00000130032	
ANKLE1	1	ENSG00000160117	
SNORA11F	1	ENSG00000221164	
PHC3	1	ENSG00000173889	
RPP40	1	ENSG00000124787	
MFSD12	1	ENSG00000161091	
PSMA6P2	1	ENSG00000229083	
ACTN4P1	1	ENSG00000213493	
SRL	1	ENSG00000185739	
ZSWIM5P3	1	ENSG00000248958	
ZNF778	1	ENSG00000170100	
SPC24	1	ENSG00000161888	
TBC1D3P1	1	ENSG00000238283	
RPS3AP38	1	ENSG00000226318	
RPL10P6	1	ENSG00000230076	
LINC00960	1	ENSG00000242516	
ZDHHC6	1	ENSG00000023041	
PRKCG	1	ENSG00000126583	
KLRG1	1	ENSG00000139187	
TATDN2P3	1	ENSG00000235205	
MIR9-3HG	1	ENSG00000255571	
SHISA3	1	ENSG00000178343	
KIF6	1	ENSG00000164627	
CYP2J2	1	ENSG00000134716	
PROSER2-AS1	1	ENSG00000225778	
PCDHGC5	1	ENSG00000240764	
KCNC4-DT	1	ENSG00000224965	
RN7SL181P	1	ENSG00000243738	
NGFR	1	ENSG00000064300	
MZB1	1	ENSG00000170476	
RPL10P12	1	ENSG00000234040	
BHLHE41	1	ENSG00000123095	
FKBP4P7	1	ENSG00000235256	
RPS12P31	1	ENSG00000242325	
CCDC192	1	ENSG00000230561	
TRIM67	1	ENSG00000119283	
KLF5	1	ENSG00000102554	
TNFSF13B	1	ENSG00000102524	
C6orf141	1	ENSG00000197261	
PPHLN1	1	ENSG00000134283	
USPL1	1	ENSG00000132952	
ACTBP8	1	ENSG00000220267	
CBX3P3	1	ENSG00000250045	
CICP26	1	ENSG00000233003	
ZNF232-AS1	1	ENSG00000234327	
LY75	1	ENSG00000054219	
CALB1	1	ENSG00000104327	
AKNAD1	1	ENSG00000162641	
CLMAT3	1	ENSG00000249035	
SP5	1	ENSG00000204335	
LINC03014	1	ENSG00000240859	
CAPN14	1	ENSG00000214711	
ANXA9	1	ENSG00000143412	
CALCOCO2	1	ENSG00000136436	
SDHCP2	1	ENSG00000214549	
EPCAM-DT	1	ENSG00000234690	
MCIDAS	1	ENSG00000234602	
ADAMTSL3	1	ENSG00000156218	
MTND4P24	1	ENSG00000232177	
CCAR1	1	ENSG00000060339	
CSGALNACT2P1	1	ENSG00000182574	
COL20A1	1	ENSG00000101203	
ELMOD1	1	ENSG00000110675	
CICP1	1	ENSG00000233652	
NIBAN3	1	ENSG00000167483	
ANGPTL6	1	ENSG00000130812	
ST8SIA3	1	ENSG00000177511	
HOXD1	1	ENSG00000128645	
PSMC3IP	1	ENSG00000131470	
TUBA3D	1	ENSG00000075886	
GBP5	1	ENSG00000154451	
C17orf107	1	ENSG00000205710	
NRSN1	1	ENSG00000152954	
LRRC2	1	ENSG00000163827	
ATP8B5P	1	ENSG00000179766	
S100PBP	1	ENSG00000116497	
KCNH6	1	ENSG00000173826	
ZBTB45P1	1	ENSG00000225108	
RASA4B	1	ENSG00000170667	
TAS2R4	1	ENSG00000127364	
LINC02288	1	ENSG00000246548	
UBL7-DT	1	ENSG00000247240	
GASAL1	1	ENSG00000253669	
CCDC200	1	ENSG00000236383	
TARS1	1	ENSG00000113407	
NLGN1	1	ENSG00000169760	
BRIX1P1	1	ENSG00000254025	
RPS27AP11	1	ENSG00000218208	
IL12A	1	ENSG00000168811	
PCP2	1	ENSG00000174788	
CEP170P1	1	ENSG00000154608	
RBM17P1	1	ENSG00000226625	
ZNF442	1	ENSG00000198342	
ARHGEF39	1	ENSG00000137135	
PDCD2	1	ENSG00000071994	
SLX9	1	ENSG00000160256	
RRM2P3	1	ENSG00000214018	
GUSBP14	1	ENSG00000253816	
RDH10	1	ENSG00000121039	
ENSG00000235480	1	ENSG00000235480	
PPARGC1B	1	ENSG00000155846	
RPL35AP7	1	ENSG00000225487	
CRIP1	1	ENSG00000213145	
IGFBPL1	1	ENSG00000137142	
KNOP1P5	1	ENSG00000250563	
DEF6	1	ENSG00000023892	
SPART-AS1	1	ENSG00000120664	
LINC00858	1	ENSG00000229404	
ATP6AP1-DT	1	ENSG00000197180	
ZDHHC15	1	ENSG00000102383	
FOLR2	1	ENSG00000165457	
MT1M	1	ENSG00000205364	
DOK5	1	ENSG00000101134	
GGACT	1	ENSG00000134864	
ESR1	1	ENSG00000091831	
LINC01266	1	ENSG00000224957	
LOC100506281	1	ENSG00000240338	
HNRNPH1P2	1	ENSG00000213924	
CFAP418-AS1	1	ENSG00000253773	
CALML6	1	ENSG00000169885	
TIMELESS	1	ENSG00000111602	
HTRA4	1	ENSG00000169495	
RPL31P46	1	ENSG00000241170	
ACKR3	1	ENSG00000144476	
PLP2	1	ENSG00000102007	
RPL7P24	1	ENSG00000240003	
VSTM2L	1	ENSG00000132821	
PPIEL	1	ENSG00000243970	
RNA5SP283	1	ENSG00000202474	
B3GNT3	1	ENSG00000179913	
FAM53B-AS1	1	ENSG00000233334	
ZNF473CR	1	ENSG00000204666	
ADCY4	1	ENSG00000129467	
NRXN1	1	ENSG00000179915	
RPLP2	1	ENSG00000177600	
POU2AF3	1	ENSG00000214290	
ADRA1D	1	ENSG00000171873	
TRPM3	1	ENSG00000083067	
MOXD1	1	ENSG00000079931	
JAKMIP3	1	ENSG00000188385	
TBC1D10B	1	ENSG00000169221	
LINC01638	1	ENSG00000233521	
ZNF837	1	ENSG00000152475	
RPL34P6	1	ENSG00000231333	
SEPHS1P1	1	ENSG00000182722	
AKR1B10	1	ENSG00000198074	
CSTA	1	ENSG00000121552	
HNRNPA1P20	1	ENSG00000205412	
LINC02021	1	ENSG00000249846	
SPAG17	1	ENSG00000155761	
H2AZ1-DT	1	ENSG00000245322	
ST6GALNAC4P1	1	ENSG00000233469	
CD99P1	1	ENSG00000223773	
TAS2R14	1	ENSG00000212127	
MAGEH1	1	ENSG00000187601	
IGHG1	1	ENSG00000211896	
TPM3P4	1	ENSG00000214869	
CCT7	1	ENSG00000135624	
SNORD63	1	ENSG00000206989	
PWP2	1	ENSG00000241945	
RPL21P125	1	ENSG00000240898	
SNRNP40P1	1	ENSG00000227709	
MYO1B-AS1	1	ENSG00000227542	
OAS2	1	ENSG00000111335	
PPFIA2	1	ENSG00000139220	
CATSPERB	1	ENSG00000133962	
SNCAIP	1	ENSG00000064692	
PSMA2P3	1	ENSG00000227890	
CFL1P5	1	ENSG00000213830	
MDC1	1	ENSG00000137337	
LINC02076	1	ENSG00000220161	
METTL22	1	ENSG00000067365	
MKLN1-AS	1	ENSG00000236753	
SELENOKP2	1	ENSG00000219532	
SPATA9	1	ENSG00000145757	
WDR38	1	ENSG00000136918	
MAGOH-DT	1	ENSG00000226754	
C3orf18	1	ENSG00000088543	
EGFEM1P	1	ENSG00000206120	
LINC02028	1	ENSG00000230102	
MIPEPP1	1	ENSG00000225358	
THADA	1	ENSG00000115970	
SLC7A4	1	ENSG00000099960	
TEX45	1	ENSG00000198723	
SNX21	1	ENSG00000124104	
HAUS4P1	1	ENSG00000226967	
MTUS2	1	ENSG00000132938	
UNC93B8	1	ENSG00000249272	
GPSM1	1	ENSG00000160360	
SNORD116-7	1	ENSG00000207133	
TSPAN12	1	ENSG00000106025	
PSRC1	1	ENSG00000134222	
THAP11	1	ENSG00000168286	
SAT1-DT	1	ENSG00000233785	
YPEL3-DT	1	ENSG00000250616	
CCL7	1	ENSG00000108688	
RN7SL521P	1	ENSG00000240877	
LGALS9B	1	ENSG00000170298	
NLGN4Y	1	ENSG00000165246	
WASHC1	1	ENSG00000181404	
SNORD116-6	1	ENSG00000207442	
TLR5	1	ENSG00000187554	
OACYLP	1	ENSG00000224367	
CHST4	1	ENSG00000140835	
ERCC6L2-AS1	1	ENSG00000175611	
TAC4	1	ENSG00000176358	
CFL1P4	1	ENSG00000213026	
LINC02925	1	ENSG00000234869	
UNC80	1	ENSG00000144406	
MCRIP1	1	ENSG00000225663	
MYL6P3	1	ENSG00000227173	
DLX4	1	ENSG00000108813	
ARHGAP15	1	ENSG00000075884	
MBL1P	1	ENSG00000242600	
LGI3	1	ENSG00000168481	
RPL38P2	1	ENSG00000237077	
TMA7B	1	ENSG00000225528	
WDR97	1	ENSG00000179698	
STK4-DT	1	ENSG00000227477	
LRMDA	1	ENSG00000148655	
CRYBG3	1	ENSG00000080200	
TMPOP1	1	ENSG00000229068	
SUGT1P1	1	ENSG00000226823	
ADH5	1	ENSG00000197894	
PDCD6-DT	1	ENSG00000248925	
PTPN22	1	ENSG00000134242	
CAPN1-AS1	1	ENSG00000254614	
TMEM132E	1	ENSG00000181291	
UPK1A-AS1	1	ENSG00000226510	
PNKDP1	1	ENSG00000228089	
PGM3	1	ENSG00000013375	
PSMD6	1	ENSG00000163636	
LINC01750	1	ENSG00000231437	
POLK	1	ENSG00000122008	
ACKR1	1	ENSG00000213088	
DPP10	1	ENSG00000175497	
SPDYE17	1	ENSG00000186645	
HNRNPA1P33	1	ENSG00000213412	
LHX4	1	ENSG00000121454	
GPR19	1	ENSG00000183150	
GEMIN8P4	1	ENSG00000228175	
TWF2-DT	1	ENSG00000243224	
RPSAP61	1	ENSG00000214016	
LYVE1	1	ENSG00000133800	
LHX6	1	ENSG00000106852	
NTN3	1	ENSG00000162068	
SNRK-AS1	1	ENSG00000234617	
CASP12	1	ENSG00000204403	
DUTP6	1	ENSG00000225171	
ZNF99	1	ENSG00000213973	
SVOP	1	ENSG00000166111	
SULT1C2	1	ENSG00000198203	
VAMP5	1	ENSG00000168899	
IGFBP3	1	ENSG00000146674	
EIF4BP8	1	ENSG00000243918	
METTL21A	1	ENSG00000144401	
E2F6P2	1	ENSG00000224688	
AQP9	1	ENSG00000103569	
MARCO	1	ENSG00000019169	
TWIST2	1	ENSG00000233608	
AKR1C4	1	ENSG00000198610	
FCF1P6	1	ENSG00000225671	
ZNF680	1	ENSG00000173041	
FLT1P1	1	ENSG00000229515	
VEPH1	1	ENSG00000197415	
LHFPL4	1	ENSG00000156959	
L3MBTL3	1	ENSG00000198945	
GYPE	1	ENSG00000197465	
MS4A4A	1	ENSG00000110079	
NPM1P19	1	ENSG00000223864	
PROC	1	ENSG00000115718	
HSD17B6	1	ENSG00000025423	
RPL34P31	1	ENSG00000239223	
BCHE	1	ENSG00000114200	
MARCHF1	1	ENSG00000145416	
MNDA	1	ENSG00000163563	
BRI3P1	1	ENSG00000225169	
ELF3-AS1	1	ENSG00000234678	
LINC01091	1	ENSG00000249464	
CD6	1	ENSG00000013725	
RN7SKP203	1	ENSG00000200488	
ENSG00000255240	1	ENSG00000255240	
SCOC-AS1	1	ENSG00000196951	
RPL9P28	1	ENSG00000242067	
TARS1-DT	1	ENSG00000249572	
LINC00626	1	ENSG00000225826	
FDX1P1	1	ENSG00000181741	
LINC00240	1	ENSG00000224843	
HCG4	1	ENSG00000176998	
RHEB	1	ENSG00000106615	
GABBR2	1	ENSG00000136928	
RAPGEF4	1	ENSG00000091428	
P2RX6	1	ENSG00000099957	
RNU6-137P	1	ENSG00000200550	
SAMD15	1	ENSG00000100583	
ZNF585B	1	ENSG00000245680	
NLRP12	1	ENSG00000142405	
HELB	1	ENSG00000127311	
FDPSP6	1	ENSG00000233676	
KRT8P35	1	ENSG00000242841	
SRSF3P5	1	ENSG00000235325	
HOXA5	1	ENSG00000106004	
CHN2	1	ENSG00000106069	
IGF2BP3	1	ENSG00000136231	
UBE2C	1	ENSG00000175063	
KRASP1	1	ENSG00000220635	
IL18RAP	1	ENSG00000115607	
CTNNA3	1	ENSG00000183230	
MED14OS	1	ENSG00000234636	
OGFR-AS1	1	ENSG00000229873	
SERPINB4	1	ENSG00000206073	
SIGLEC17P	1	ENSG00000171101	
FAM135A	1	ENSG00000082269	
TMEM171	1	ENSG00000157111	
HOXD9	1	ENSG00000128709	
KBTBD6	1	ENSG00000165572	
TDRD5	1	ENSG00000162782	
ADGRF1	1	ENSG00000153292	
CABP4	1	ENSG00000175544	
DYNLRB2	1	ENSG00000168589	
LINC00987	1	ENSG00000237248	
DCAF13P1	1	ENSG00000242562	
SHLD2P1	1	ENSG00000165874	
PARK7P2	1	ENSG00000237631	
ELOCP19	1	ENSG00000241975	
ACTBP1	1	ENSG00000229145	
IGKV3-11	1	ENSG00000241351	
SAP30	1	ENSG00000164105	
STAG3L5P	1	ENSG00000242294	
ISM1	1	ENSG00000101230	
ZNF433-AS1	1	ENSG00000219665	
HNRNPA1P8	1	ENSG00000229251	
KCNA6	1	ENSG00000151079	
GAL	1	ENSG00000069482	
GRTP1-AS1	1	ENSG00000225083	
SLC26A3	1	ENSG00000091138	
SATB1-AS1	1	ENSG00000228956	
PRPS1L1	1	ENSG00000229937	
MATN3	1	ENSG00000132031	
SUMO2P6	1	ENSG00000249031	
AHI1	1	ENSG00000135541	
ITGA8	1	ENSG00000077943	
SYCE1L	1	ENSG00000205078	
PKIA-AS1	1	ENSG00000254266	
DYNLL1P7	1	ENSG00000230614	
PKNOX2	1	ENSG00000165495	
RAB33B	1	ENSG00000172007	
SARNP	1	ENSG00000205323	
FFAR3	1	ENSG00000185897	
SPATA46	1	ENSG00000171722	
ZNF408	1	ENSG00000175213	
BLM	1	ENSG00000197299	
PCDHA6	1	ENSG00000081842	
FCF1P2	1	ENSG00000228638	
KRT8P17	1	ENSG00000235124	
TLR3	1	ENSG00000164342	
LINC01013	1	ENSG00000228495	
NAP1L1P2	1	ENSG00000229163	
IQCN	1	ENSG00000130518	
SPATA41	1	ENSG00000189419	
LINC01614	1	ENSG00000230838	
LINC02983	1	ENSG00000234432	
CCT3	1	ENSG00000163468	
KRT18P31	1	ENSG00000249850	
GUSBP13	1	ENSG00000198237	
IL1RAPL2	1	ENSG00000189108	
PAK6-AS1	1	ENSG00000176753	
EMILIN3	1	ENSG00000183798	
ST13P19	1	ENSG00000228110	
TTC14-DT	1	ENSG00000239774	
SMIM43	1	ENSG00000164112	
GAL3ST2	1	ENSG00000154252	
MOB2	1	ENSG00000182208	
GDA	1	ENSG00000119125	
PLD4	1	ENSG00000166428	
TMEM154	1	ENSG00000170006	
ATXN2	1	ENSG00000204842	
LINC02585	1	ENSG00000228350	
RPL36P2	1	ENSG00000231302	
DONSONP1	1	ENSG00000227267	
CASP3P1	1	ENSG00000237033	
RPS12P3	1	ENSG00000232713	
ASB11	1	ENSG00000165192	
HNRNPCP6	1	ENSG00000213305	
SPDYA	1	ENSG00000163806	
GCLM	1	ENSG00000023909	
ABHD1	1	ENSG00000143994	
DPY19L4P2	1	ENSG00000231839	
NPB	1	ENSG00000183979	
ATAD5	1	ENSG00000176208	
NLRP2B	1	ENSG00000215174	
MYO5BP2	1	ENSG00000238245	
THBS2-AS1	1	ENSG00000226445	
AMD1P3	1	ENSG00000249286	
C7orf57	1	ENSG00000164746	
GPR62	1	ENSG00000180929	
GTF3C4	1	ENSG00000125484	
PTPRT	1	ENSG00000196090	
C10orf71-AS1	1	ENSG00000236208	
RNA5SP317	1	ENSG00000222108	
MYO7B	1	ENSG00000169994	
NMRAL2P	1	ENSG00000171658	
GGT2P	1	ENSG00000133475	
BORCS8P1	1	ENSG00000256844	
LINC02615	1	ENSG00000251432	
LDB3	1	ENSG00000122367	
RPL21P97	1	ENSG00000239470	
DRAXIN	1	ENSG00000162490	
TTC36	1	ENSG00000172425	
RRN3P1	1	ENSG00000248124	
FAM200A	1	ENSG00000221909	
LINC01291	1	ENSG00000204792	
ZNF22-AS1	1	ENSG00000165511	
USP12P1	1	ENSG00000253213	
LINC02696	1	ENSG00000254427	
PRELID1P6	1	ENSG00000228305	
ZNF277-AS1	1	ENSG00000226851	
MT1G	1	ENSG00000125144	
KRT18P17	1	ENSG00000213943	
PKN3	1	ENSG00000160447	
SLC39A13-AS1	1	ENSG00000255197	
SLC25A12	1	ENSG00000115840	
MPV17L	1	ENSG00000156968	
PUS1-AS1	1	ENSG00000255992	
AK2P2	1	ENSG00000242272	
ENSG00000231119	1	ENSG00000231119	
CNTFR	1	ENSG00000122756	
NHLRC1	1	ENSG00000187566	
MCF2L2P1	1	ENSG00000231982	
IFIT1	1	ENSG00000185745	
RPS26P58	1	ENSG00000225071	
PAX2	1	ENSG00000075891	
GRB14	1	ENSG00000115290	
CACNA1A	1	ENSG00000141837	
MIR181A2HG	1	ENSG00000224020	
HOXC6	1	ENSG00000197757	
ADAMTS19	1	ENSG00000145808	
ITGA2-AS1	1	ENSG00000249899	
HIKESHIP1	1	ENSG00000226774	
MTND4LP30	1	ENSG00000198868	
TSPAN11	1	ENSG00000110900	
FAM107A	1	ENSG00000168309	
SIRPAP1	1	ENSG00000225774	
SLC10A5	1	ENSG00000253598	
SNORA53	1	ENSG00000212443	
ACTG1P20	1	ENSG00000241547	
ZNF783	1	ENSG00000204946	
RCC2P7	1	ENSG00000220666	
ACTG1P2	1	ENSG00000229129	
RPL18AP7	1	ENSG00000232439	
UBBP2	1	ENSG00000228247	
KRT18P5	1	ENSG00000236670	
PIGN	1	ENSG00000197563	
SNORD88B	1	ENSG00000221381	
ARNILA	1	ENSG00000235072	
SUPT4H1P2	1	ENSG00000246115	
ALG1L13P	1	ENSG00000253981	
FAM218A	1	ENSG00000250486	
SIGLEC8	1	ENSG00000105366	
RFPL1S	1	ENSG00000225465	
HES7	1	ENSG00000179111	
STK24P1	1	ENSG00000230079	
HNRNPUL2-BSCL2	1	ENSG00000234857	
ERI3-IT1	1	ENSG00000233602	
JCHAIN	1	ENSG00000132465	
RN7SL268P	1	ENSG00000244425	
MAP10	1	ENSG00000212916	
WDR88	1	ENSG00000166359	
DTWD2	1	ENSG00000169570	
PRKCH-AS1	1	ENSG00000247287	
THEM4	1	ENSG00000159445	
IFITM3P4	1	ENSG00000230191	
AFF2	1	ENSG00000155966	
MAFA-AS1	1	ENSG00000254338	
KCNAB3	1	ENSG00000170049	
AMT	1	ENSG00000145020	
GBP7	1	ENSG00000213512	
GORAB-AS1	1	ENSG00000231407	
GET4	1	ENSG00000239857	
UBE2Q2P10	1	ENSG00000233915	
COX5BP6	1	ENSG00000237082	
SPC25	1	ENSG00000152253	
CCDC25	1	ENSG00000147419	
CLIC3	1	ENSG00000169583	
CD3G	1	ENSG00000160654	
FCMR	1	ENSG00000162894	
HLA-DQA2	1	ENSG00000237541	
RPL13AP22	1	ENSG00000243517	
C2orf74-DT	1	ENSG00000212978	
CRIP1P4	1	ENSG00000182351	
LILRA1	1	ENSG00000104974	
